,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
10993,Switzerland,CHE,2021-04-03,1570345.0,981807.0,588538.0,2713.0,26005.0,18.14,11.34,6.8,3005.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
10994,Switzerland,CHE,2021-04-04,1599632.0,997465.0,602167.0,29287.0,23715.0,18.48,11.53,6.96,2740.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
10995,Switzerland,CHE,2021-04-05,1603625.0,999868.0,603757.0,3993.0,21594.0,18.53,11.55,6.98,2495.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
10996,Switzerland,CHE,2021-04-06,1624811.0,1010469.0,614342.0,21186.0,21499.0,18.77,11.68,7.1,2484.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
10997,Switzerland,CHE,2021-04-07,1690976.0,1048594.0,642382.0,66165.0,21848.0,19.54,12.12,7.42,2524.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
10998,Switzerland,CHE,2021-04-08,1715191.0,1062897.0,652294.0,24215.0,22033.0,19.82,12.28,7.54,2546.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
10999,Switzerland,CHE,2021-04-09,1739307.0,1077805.0,661502.0,24116.0,24525.0,20.1,12.45,7.64,2834.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
11000,Switzerland,CHE,2021-04-10,1744694.0,1081296.0,663398.0,5387.0,24907.0,20.16,12.49,7.67,2878.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
11001,Switzerland,CHE,2021-04-11,1808105.0,1121734.0,686371.0,63411.0,29782.0,20.89,12.96,7.93,3441.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
11002,Switzerland,CHE,2021-04-12,1832791.0,1138722.0,694069.0,24686.0,32738.0,21.18,13.16,8.02,3783.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
11003,Switzerland,CHE,2021-04-13,1861274.0,1158410.0,702864.0,28483.0,33780.0,21.51,13.38,8.12,3903.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
11004,Switzerland,CHE,2021-04-14,1958210.0,1228368.0,729842.0,96936.0,38176.0,22.63,14.19,8.43,4411.0,Moderna; Pfizer/BioNTech,Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses?detGeo=CH
11005,Syria,SYR,2021-03-01,0.0,0.0,,,,0.0,0.0,,,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11006,Syria,SYR,2021-03-02,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11007,Syria,SYR,2021-03-03,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11008,Syria,SYR,2021-03-04,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11009,Syria,SYR,2021-03-05,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11010,Syria,SYR,2021-03-06,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11011,Syria,SYR,2021-03-07,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11012,Syria,SYR,2021-03-08,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11013,Syria,SYR,2021-03-09,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11014,Syria,SYR,2021-03-10,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11015,Syria,SYR,2021-03-11,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11016,Syria,SYR,2021-03-12,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11017,Syria,SYR,2021-03-13,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11018,Syria,SYR,2021-03-14,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11019,Syria,SYR,2021-03-15,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11020,Syria,SYR,2021-03-16,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11021,Syria,SYR,2021-03-17,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11022,Syria,SYR,2021-03-18,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11023,Syria,SYR,2021-03-19,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11024,Syria,SYR,2021-03-20,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11025,Syria,SYR,2021-03-21,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11026,Syria,SYR,2021-03-22,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11027,Syria,SYR,2021-03-23,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11028,Syria,SYR,2021-03-24,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11029,Syria,SYR,2021-03-25,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11030,Syria,SYR,2021-03-26,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11031,Syria,SYR,2021-03-27,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11032,Syria,SYR,2021-03-28,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11033,Syria,SYR,2021-03-29,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11034,Syria,SYR,2021-03-30,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11035,Syria,SYR,2021-03-31,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11036,Syria,SYR,2021-04-01,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11037,Syria,SYR,2021-04-02,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11038,Syria,SYR,2021-04-03,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11039,Syria,SYR,2021-04-04,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11040,Syria,SYR,2021-04-05,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11041,Syria,SYR,2021-04-06,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11042,Syria,SYR,2021-04-07,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11043,Syria,SYR,2021-04-08,2500.0,2500.0,,,66.0,0.01,0.01,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
11044,Taiwan,TWN,2021-03-21,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11045,Taiwan,TWN,2021-03-22,1578.0,1578.0,,1578.0,1578.0,0.01,0.01,,66.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11046,Taiwan,TWN,2021-03-23,3218.0,3218.0,,1640.0,1609.0,0.01,0.01,,68.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11047,Taiwan,TWN,2021-03-24,5169.0,5169.0,,1951.0,1723.0,0.02,0.02,,72.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11048,Taiwan,TWN,2021-03-25,7053.0,7053.0,,1884.0,1763.0,0.03,0.03,,74.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11049,Taiwan,TWN,2021-03-26,9232.0,9232.0,,2179.0,1846.0,0.04,0.04,,78.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11050,Taiwan,TWN,2021-03-27,9377.0,9377.0,,145.0,1563.0,0.04,0.04,,66.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11051,Taiwan,TWN,2021-03-28,9412.0,9412.0,,35.0,1345.0,0.04,0.04,,56.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11052,Taiwan,TWN,2021-03-29,10891.0,10891.0,,1479.0,1330.0,0.05,0.05,,56.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11053,Taiwan,TWN,2021-03-30,12648.0,12648.0,,1757.0,1347.0,0.05,0.05,,57.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11054,Taiwan,TWN,2021-03-31,14400.0,14400.0,,1752.0,1319.0,0.06,0.06,,55.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11055,Taiwan,TWN,2021-04-01,16450.0,16450.0,,2050.0,1342.0,0.07,0.07,,56.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11056,Taiwan,TWN,2021-04-02,17056.0,17056.0,,606.0,1118.0,0.07,0.07,,47.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11057,Taiwan,TWN,2021-04-03,17078.0,17078.0,,22.0,1100.0,0.07,0.07,,46.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11058,Taiwan,TWN,2021-04-04,17078.0,17078.0,,0.0,1095.0,0.07,0.07,,46.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11059,Taiwan,TWN,2021-04-05,17245.0,17245.0,,167.0,908.0,0.07,0.07,,38.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11060,Taiwan,TWN,2021-04-06,18657.0,18657.0,,1412.0,858.0,0.08,0.08,,36.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11061,Taiwan,TWN,2021-04-07,20075.0,20075.0,,1418.0,811.0,0.08,0.08,,34.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11062,Taiwan,TWN,2021-04-08,21873.0,21873.0,,1798.0,775.0,0.09,0.09,,33.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11063,Taiwan,TWN,2021-04-09,24450.0,24450.0,,2577.0,1056.0,0.1,0.1,,44.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11064,Taiwan,TWN,2021-04-10,24658.0,24658.0,,208.0,1083.0,0.1,0.1,,45.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11065,Taiwan,TWN,2021-04-11,24701.0,24701.0,,43.0,1089.0,0.1,0.1,,46.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11066,Taiwan,TWN,2021-04-12,25882.0,25882.0,,1181.0,1234.0,0.11,0.11,,52.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11067,Taiwan,TWN,2021-04-13,27113.0,27113.0,,1231.0,1208.0,0.11,0.11,,51.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11068,Taiwan,TWN,2021-04-14,28497.0,28497.0,,1384.0,1203.0,0.12,0.12,,51.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11069,Taiwan,TWN,2021-04-15,30039.0,30039.0,,1542.0,1167.0,0.13,0.13,,49.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/6dafd877-60c2-45c3-90a1-8853a82c23c4.pdf
11070,Thailand,THA,2021-02-27,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11071,Thailand,THA,2021-02-28,,,,,160.0,,,,2.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11072,Thailand,THA,2021-03-01,319.0,319.0,,,160.0,0.0,0.0,,2.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11073,Thailand,THA,2021-03-02,7262.0,7262.0,,6943.0,2421.0,0.01,0.01,,35.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11074,Thailand,THA,2021-03-03,,,,,2639.0,,,,38.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11075,Thailand,THA,2021-03-04,,,,,2770.0,,,,40.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11076,Thailand,THA,2021-03-05,,,,,2858.0,,,,41.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11077,Thailand,THA,2021-03-06,,,,,2920.0,,,,42.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11078,Thailand,THA,2021-03-07,,,,,3368.0,,,,48.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11079,Thailand,THA,2021-03-08,,,,,3816.0,,,,55.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11080,Thailand,THA,2021-03-09,,,,,3295.0,,,,47.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11081,Thailand,THA,2021-03-10,33621.0,33621.0,,,3295.0,0.05,0.05,,47.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11082,Thailand,THA,2021-03-11,,,,,3787.0,,,,54.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11083,Thailand,THA,2021-03-12,,,,,4279.0,,,,61.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11084,Thailand,THA,2021-03-13,53842.0,53842.0,,,4772.0,0.08,0.08,,68.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11085,Thailand,THA,2021-03-14,,,,,4927.0,,,,71.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11086,Thailand,THA,2021-03-15,,,,,5082.0,,,,73.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11087,Thailand,THA,2021-03-16,,,,,5238.0,,,,75.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11088,Thailand,THA,2021-03-17,,,,,5393.0,,,,77.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11089,Thailand,THA,2021-03-18,,,,,5056.0,,,,72.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11090,Thailand,THA,2021-03-19,,,,,4719.0,,,,68.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11091,Thailand,THA,2021-03-20,,,,,4383.0,,,,63.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11092,Thailand,THA,2021-03-21,,,,,4383.0,,,,63.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11093,Thailand,THA,2021-03-22,,,,,4383.0,,,,63.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11094,Thailand,THA,2021-03-23,,,,,4383.0,,,,63.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11095,Thailand,THA,2021-03-24,102050.0,96188.0,5862.0,,4383.0,0.15,0.14,0.01,63.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11096,Thailand,THA,2021-03-25,,,,,5624.0,,,,81.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11097,Thailand,THA,2021-03-26,,,,,6865.0,,,,98.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11098,Thailand,THA,2021-03-27,,,,,8106.0,,,,116.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11099,Thailand,THA,2021-03-28,,,,,9347.0,,,,134.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11100,Thailand,THA,2021-03-29,,,,,10589.0,,,,152.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11101,Thailand,THA,2021-03-30,180477.0,151413.0,29064.0,,11830.0,0.26,0.22,0.04,169.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11102,Thailand,THA,2021-03-31,,,,,13652.0,,,,196.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11103,Thailand,THA,2021-04-01,,,,,14232.0,,,,204.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11104,Thailand,THA,2021-04-02,231882.0,189666.0,42216.0,,14813.0,0.33,0.27,0.06,212.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11105,Thailand,THA,2021-04-03,,,,,15945.0,,,,228.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11106,Thailand,THA,2021-04-04,,,,,17078.0,,,,245.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11107,Thailand,THA,2021-04-05,294881.0,247850.0,47031.0,,18211.0,0.42,0.36,0.07,261.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11108,Thailand,THA,2021-04-06,323989.0,274354.0,49635.0,29108.0,20502.0,0.46,0.39,0.07,294.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11109,Thailand,THA,2021-04-07,391752.0,336808.0,54944.0,67763.0,27734.0,0.56,0.48,0.08,397.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11110,Thailand,THA,2021-04-08,466374.0,405911.0,60463.0,74622.0,35947.0,0.67,0.58,0.09,515.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11111,Thailand,THA,2021-04-09,537380.0,470301.0,67079.0,71006.0,43643.0,0.77,0.67,0.1,625.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11112,Thailand,THA,2021-04-10,555396.0,485957.0,69439.0,18016.0,43216.0,0.8,0.7,0.1,619.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11113,Thailand,THA,2021-04-11,570052.0,498791.0,71261.0,14656.0,42310.0,0.82,0.71,0.1,606.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11114,Thailand,THA,2021-04-12,,,,,39971.0,,,,573.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11115,Thailand,THA,2021-04-13,579305.0,505744.0,73561.0,,36474.0,0.83,0.72,0.11,523.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11116,Thailand,THA,2021-04-14,,,,,27274.0,,,,391.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11117,Thailand,THA,2021-04-15,586032.0,510456.0,75576.0,,17094.0,0.84,0.73,0.11,245.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11118,Thailand,THA,2021-04-16,605259.0,523830.0,81429.0,19227.0,9697.0,0.87,0.75,0.12,139.0,Oxford/AstraZeneca; Sinovac,Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Daily report 2021-04-17.pdf
11119,Togo,TGO,2021-03-09,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-100.000-personnes-deja-vaccinees
11120,Togo,TGO,2021-03-10,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-100.000-personnes-deja-vaccinees
